id	status	profile	category	title	description	source	spec	node	test_path	proof
WM-FEAT-0130	required	full	Headless, Replay, and Developer	Protocol Museum fake MUD servers	Provide Protocol Museum fake MUD servers under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-019	EP-003	tests/wiremudder/ep003/feature-0130	LF-003
WM-FEAT-0131	required	full	Headless, Replay, and Developer	performance benchmark suite	Provide performance benchmark suite under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0131	LF-032
WM-FEAT-0132	required	full	Headless, Replay, and Developer	local diagnostic bundles	Provide local diagnostic bundles under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-019	EP-028	tests/wiremudder/ep028/feature-0132	LF-028
WM-FEAT-0133	research-decision-required	future	Headless, Replay, and Developer	future autonomous bug remediation	Provide future autonomous bug remediation under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-019	EP-029	tests/wiremudder/ep029/feature-0133	LF-029
WM-FEAT-0134	required	full	Performance	P0/P1/P2/P3/P4 priority rings	Provide P0/P1/P2/P3/P4 priority rings under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0134	LF-032
WM-FEAT-0135	required	full	Performance	bounded event bus	Provide bounded event bus under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0135	LF-032
WM-FEAT-0136	required	full	Performance	terminal frame buffer	Provide terminal frame buffer under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0136	LF-032
WM-FEAT-0137	required	full	Performance	batched IPC/UI updates	Provide batched IPC/UI updates under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0137	LF-032
WM-FEAT-0138	required	full	Performance	queue metrics	Provide queue metrics under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0138	LF-032
WM-FEAT-0139	required	full	Performance	degradation/fallback per subsystem	Provide degradation/fallback per subsystem under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0139	LF-032
WM-FEAT-0140	required	full	Performance	idle-only maintenance	Provide idle-only maintenance under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0140	LF-032
WM-FEAT-0141	required	full	Performance	slow trigger quarantine	Provide slow trigger quarantine under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0141	LF-032
WM-FEAT-0142	required	full	Performance	renderer emit dropping/coalescing	Provide renderer emit dropping/coalescing under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0142	LF-032
WM-FEAT-0143	required	full	Performance	voice cancellation and load shedding	Provide voice cancellation and load shedding under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0143	LF-032
WM-FEAT-0144	required	full	Performance	AI cancellation and provider fallback	Provide AI cancellation and provider fallback under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0144	LF-032
WM-FEAT-0145	required	full	Performance	token budget and cost audit	Provide token budget and cost audit under the accepted WireMudder contracts and verification gates.	feature-catalog	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0145	LF-032
WM-FEAT-0146	required	core	Governance	Mudlet fork with preserved Git history	Provide Mudlet fork with preserved Git history with evidence, safety, rollback, and release-profile controls.	user-direction;mudlet-upstream-evidence	SPEC-001	EP-001	tests/wiremudder/ep001/feature-0146	LF-001
WM-FEAT-0147	required	core	Governance	Pinned upstream commit and stable release evidence	Provide Pinned upstream commit and stable release evidence with evidence, safety, rollback, and release-profile controls.	mudlet-upstream-evidence	SPEC-001	EP-000	tests/wiremudder/ep000/feature-0147	LF-000
WM-FEAT-0148	required	core	Governance	Upstream synchronization rehearsal and rollback	Provide Upstream synchronization rehearsal and rollback with evidence, safety, rollback, and release-profile controls.	graphlock-adaptation	SPEC-001	EP-002	tests/wiremudder/ep002/feature-0148	LF-002
WM-FEAT-0149	required	core	Governance	Patch classification for upstreamable, bridge, feature, branding, and security changes	Provide Patch classification for upstreamable, bridge, feature, branding, and security changes with evidence, safety, rollback, and release-profile controls.	graphlock-adaptation	SPEC-001	EP-002	tests/wiremudder/ep002/feature-0149	LF-002
WM-FEAT-0150	required	core	Governance	Source evidence registry for every external symbol and command	Provide Source evidence registry for every external symbol and command with evidence, safety, rollback, and release-profile controls.	graphlock-adaptation	SPEC-003	EP-000	tests/wiremudder/ep000/feature-0150	LF-000
WM-FEAT-0151	required	core	Governance	Feature coverage gate	Provide Feature coverage gate with evidence, safety, rollback, and release-profile controls.	graphlock-adaptation	SPEC-000	EP-004	tests/wiremudder/ep004/feature-0151	LF-004
WM-FEAT-0152	required	core	Governance	Specification requirement trace gate	Provide Specification requirement trace gate with evidence, safety, rollback, and release-profile controls.	graphlock-adaptation	SPEC-003	EP-004	tests/wiremudder/ep004/feature-0152	LF-004
WM-FEAT-0153	required	core	Governance	Expected-file scope fence with evidence-backed brownfield amendments	Provide Expected-file scope fence with evidence-backed brownfield amendments with evidence, safety, rollback, and release-profile controls.	graphlock-adaptation	SPEC-003	EP-004	tests/wiremudder/ep004/feature-0153	LF-004
WM-FEAT-0154	required	core	Governance	Append-only ledger, lease, scheduler, green tags, and bounded retries	Provide Append-only ledger, lease, scheduler, green tags, and bounded retries with evidence, safety, rollback, and release-profile controls.	graphlock-master-prompt	SPEC-000	EP-001	tests/wiremudder/ep001/feature-0154	LF-001
WM-FEAT-0155	required	core	Architecture	Minimal Qt and C++ native bridge	Provide Minimal Qt and C++ native bridge with evidence, safety, rollback, and release-profile controls.	user-direction;architecture-reconciliation	SPEC-002	EP-005	tests/wiremudder/ep005/feature-0155	LF-005
WM-FEAT-0156	required	core	Architecture	Isolated Rust WireCore sidecar	Provide Isolated Rust WireCore sidecar with evidence, safety, rollback, and release-profile controls.	user-direction;architecture-reconciliation	SPEC-002	EP-005	tests/wiremudder/ep005/feature-0156	LF-005
WM-FEAT-0157	required	core	Architecture	Local authenticated versioned IPC	Provide Local authenticated versioned IPC with evidence, safety, rollback, and release-profile controls.	architecture-reconciliation	SPEC-024	EP-005	tests/wiremudder/ep005/feature-0157	LF-005
WM-FEAT-0158	required	core	Architecture	WireCore crash and hang isolation	Provide WireCore crash and hang isolation with evidence, safety, rollback, and release-profile controls.	performance-constitution	SPEC-002	EP-005	tests/wiremudder/ep005/feature-0158	LF-005
WM-FEAT-0159	required	release	Architecture	Reversible strangler migration for any inherited replacement	Provide Reversible strangler migration for any inherited replacement with evidence, safety, rollback, and release-profile controls.	architecture-reconciliation	SPEC-002	EP-036	tests/wiremudder/ep036/feature-0159	LF-036
WM-FEAT-0160	required	core	Architecture	No mass rename or broad source reorganization	Provide No mass rename or broad source reorganization with evidence, safety, rollback, and release-profile controls.	architecture-reconciliation	SPEC-001	EP-002	tests/wiremudder/ep002/feature-0160	LF-002
WM-FEAT-0161	required	ai	Classic Client	script debugger and variable inspector	Provide script debugger and variable inspector with evidence, safety, rollback, and release-profile controls.	architecture-v1;legacy-power-client	SPEC-008	EP-022	tests/wiremudder/ep022/feature-0161	LF-022
WM-FEAT-0162	required	ai	Classic Client	event replay for scripts and triggers	Provide event replay for scripts and triggers with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-008	EP-022	tests/wiremudder/ep022/feature-0162	LF-022
WM-FEAT-0163	required	core	Classic Client	slow trigger and pathological regex quarantine	Provide slow trigger and pathological regex quarantine with evidence, safety, rollback, and release-profile controls.	performance-constitution	SPEC-004	EP-032	tests/wiremudder/ep032/feature-0163	LF-032
WM-FEAT-0164	required	core	Classic Client	builder tools	Provide builder tools with evidence, safety, rollback, and release-profile controls.	legacy-power-client	SPEC-008	EP-037	tests/wiremudder/ep037/feature-0164	LF-037
WM-FEAT-0165	required	core	Mapper	zones and area clustering	Provide zones and area clustering with evidence, safety, rollback, and release-profile controls.	architecture-v1;legacy-power-client	SPEC-012	EP-013	tests/wiremudder/ep013/feature-0165	LF-013
WM-FEAT-0166	required	core	Mapper	custom hidden locked one-way and portal exits	Provide custom hidden locked one-way and portal exits with evidence, safety, rollback, and release-profile controls.	architecture-v1;legacy-power-client	SPEC-012	EP-013	tests/wiremudder/ep013/feature-0166	LF-013
WM-FEAT-0167	required	core	Mapper	weighted and timed routing	Provide weighted and timed routing with evidence, safety, rollback, and release-profile controls.	architecture-v1;legacy-power-client	SPEC-012	EP-013	tests/wiremudder/ep013/feature-0167	LF-013
WM-FEAT-0168	required	core	Mapper	map import export and backups	Provide map import export and backups with evidence, safety, rollback, and release-profile controls.	architecture-v1;legacy-power-client	SPEC-012	EP-013	tests/wiremudder/ep013/feature-0168	LF-013
WM-FEAT-0169	required	core	Profiles	per-character AI provider and privacy defaults	Provide per-character AI provider and privacy defaults with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-010	EP-007	tests/wiremudder/ep007/feature-0169	LF-007
WM-FEAT-0170	required	core	Profiles	per-character renderer and soundscape defaults	Provide per-character renderer and soundscape defaults with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-010	EP-007	tests/wiremudder/ep007/feature-0170	LF-007
WM-FEAT-0171	required	core	Profiles	per-character macro trigger and script packs	Provide per-character macro trigger and script packs with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-010	EP-007	tests/wiremudder/ep007/feature-0171	LF-007
WM-FEAT-0172	required	core	Profiles	per-character Soul document and command database	Provide per-character Soul document and command database with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-010	EP-007	tests/wiremudder/ep007/feature-0172	LF-007
WM-FEAT-0173	required	core	Profiles	audit of sensitive default changes	Provide audit of sensitive default changes with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-010	EP-007	tests/wiremudder/ep007/feature-0173	LF-007
WM-FEAT-0174	required	core	Command Safety	per-world command schema and risk tiers	Provide per-world command schema and risk tiers with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-009	EP-008	tests/wiremudder/ep008/feature-0174	LF-008
WM-FEAT-0175	required	core	Command Safety	known-safe and known-dangerous command policies	Provide known-safe and known-dangerous command policies with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-009	EP-008	tests/wiremudder/ep008/feature-0175	LF-008
WM-FEAT-0176	required	core	Command Safety	argument validation and deny allow rules	Provide argument validation and deny allow rules with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-009	EP-008	tests/wiremudder/ep008/feature-0176	LF-008
WM-FEAT-0177	required	core	Command Safety	destructive action confirmation	Provide destructive action confirmation with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-009	EP-008	tests/wiremudder/ep008/feature-0177	LF-008
WM-FEAT-0178	required	core	Command Safety	visible AI command queue	Provide visible AI command queue with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-009	EP-008	tests/wiremudder/ep008/feature-0178	LF-008
WM-FEAT-0179	required	core	Command Safety	audit of suggestion command pacing approval and send result	Provide audit of suggestion command pacing approval and send result with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-009	EP-008	tests/wiremudder/ep008/feature-0179	LF-008
WM-FEAT-0180	required	core	Command Safety	prompt injection defenses before automated commands	Provide prompt injection defenses before automated commands with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-009	EP-008	tests/wiremudder/ep008/feature-0180	LF-008
WM-FEAT-0181	required	ai	AI	Mapper and Cartographer Agent	Provide Mapper and Cartographer Agent with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-014	EP-018	tests/wiremudder/ep018/feature-0181	LF-018
WM-FEAT-0182	required	ai	AI	Lore and Memory Curator Agent	Provide Lore and Memory Curator Agent with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-014	EP-018	tests/wiremudder/ep018/feature-0182	LF-018
WM-FEAT-0183	required	ai	AI	Quest Agent	Provide Quest Agent with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-014	EP-020	tests/wiremudder/ep020/feature-0183	LF-020
WM-FEAT-0184	required	ai	AI	Tactical Agent	Provide Tactical Agent with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-014	EP-020	tests/wiremudder/ep020/feature-0184	LF-020
WM-FEAT-0185	required	immersion	AI	Renderer Scene Agent	Provide Renderer Scene Agent with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-014	EP-025	tests/wiremudder/ep025/feature-0185	LF-025
WM-FEAT-0186	required	immersion	AI	Voice Companion Agent	Provide Voice Companion Agent with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-014	EP-024	tests/wiremudder/ep024/feature-0186	LF-024
WM-FEAT-0187	required	developer	AI	Contextual Help and Setup Coach Agent	Provide Contextual Help and Setup Coach Agent with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-014	EP-027	tests/wiremudder/ep027/feature-0187	LF-027
WM-FEAT-0188	required	core	AI	Command Safety Agent	Provide Command Safety Agent with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-014	EP-008	tests/wiremudder/ep008/feature-0188	LF-008
WM-FEAT-0189	required	ai	AI	Token Budget Agent	Provide Token Budget Agent with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-014	EP-015	tests/wiremudder/ep015/feature-0189	LF-015
WM-FEAT-0190	required	core	AI	Privacy Firewall Agent	Provide Privacy Firewall Agent with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-014	EP-006	tests/wiremudder/ep006/feature-0190	LF-006
WM-FEAT-0191	required	ai	Memory	room identity confidence	Provide room identity confidence with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-012	EP-021	tests/wiremudder/ep021/feature-0191	LF-021
WM-FEAT-0192	required	ai	Memory	user correction and supersession workflow	Provide user correction and supersession workflow with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-012	EP-021	tests/wiremudder/ep021/feature-0192	LF-021
WM-FEAT-0193	required	ai	Memory	current-room hot cache	Provide current-room hot cache with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-012	EP-021	tests/wiremudder/ep021/feature-0193	LF-021
WM-FEAT-0194	required	ai	Memory	entity observations for NPCs mobs animals players and PvP-visible characters	Provide entity observations for NPCs mobs animals players and PvP-visible characters with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-012	EP-021	tests/wiremudder/ep021/feature-0194	LF-021
WM-FEAT-0195	required	ai	Memory	World Bible region palettes terrain lighting factions silhouettes architecture and roleplay continuity	Provide World Bible region palettes terrain lighting factions silhouettes architecture and roleplay continuity with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-012	EP-021	tests/wiremudder/ep021/feature-0195	LF-021
WM-FEAT-0196	required	ai	Context	typed RoomSeen event	Provide typed RoomSeen event with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-015	tests/wiremudder/ep015/feature-0196	LF-015
WM-FEAT-0197	required	ai	Context	typed ExitSeen event	Provide typed ExitSeen event with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-015	tests/wiremudder/ep015/feature-0197	LF-015
WM-FEAT-0198	required	ai	Context	typed MobSeen event	Provide typed MobSeen event with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-015	tests/wiremudder/ep015/feature-0198	LF-015
WM-FEAT-0199	required	ai	Context	typed PlayerSeen event	Provide typed PlayerSeen event with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-015	tests/wiremudder/ep015/feature-0199	LF-015
WM-FEAT-0200	required	ai	Context	typed AnimalSeen event	Provide typed AnimalSeen event with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-015	tests/wiremudder/ep015/feature-0200	LF-015
WM-FEAT-0201	required	ai	Context	typed PKerOrPvPerSeen event	Provide typed PKerOrPvPerSeen event with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-015	tests/wiremudder/ep015/feature-0201	LF-015
WM-FEAT-0202	required	ai	Context	typed CombatStarted and CombatEnded events	Provide typed CombatStarted and CombatEnded events with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-015	tests/wiremudder/ep015/feature-0202	LF-015
WM-FEAT-0203	required	ai	Context	typed ItemSeen and QuestClueSeen events	Provide typed ItemSeen and QuestClueSeen events with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-015	tests/wiremudder/ep015/feature-0203	LF-015
WM-FEAT-0204	required	ai	Context	typed PromptSeen and HealthChanged events	Provide typed PromptSeen and HealthChanged events with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-015	tests/wiremudder/ep015/feature-0204	LF-015
WM-FEAT-0205	required	ai	Context	typed CommandSucceeded and CommandFailed events	Provide typed CommandSucceeded and CommandFailed events with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-015	tests/wiremudder/ep015/feature-0205	LF-015
WM-FEAT-0206	required	ai	Context	typed SocialMessageSeen and redacted private message events	Provide typed SocialMessageSeen and redacted private message events with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-015	tests/wiremudder/ep015/feature-0206	LF-015
WM-FEAT-0207	required	immersion	Context	typed RendererEmitCandidate event	Provide typed RendererEmitCandidate event with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-003	EP-025	tests/wiremudder/ep025/feature-0207	LF-025
WM-FEAT-0208	required	immersion	Renderer	clickable and visible exits when available	Provide clickable and visible exits when available with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-016	EP-025	tests/wiremudder/ep025/feature-0208	LF-025
WM-FEAT-0209	required	immersion	Renderer	renderer confidence display	Provide renderer confidence display with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-016	EP-025	tests/wiremudder/ep025/feature-0209	LF-025
WM-FEAT-0210	required	immersion	Renderer	renderer provenance tracking	Provide renderer provenance tracking with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-016	EP-025	tests/wiremudder/ep025/feature-0210	LF-025
WM-FEAT-0211	required	immersion	Voice	spoken help and setup summaries	Provide spoken help and setup summaries with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-015	EP-024	tests/wiremudder/ep024/feature-0211	LF-024
WM-FEAT-0212	required	immersion	Voice	different voice styles for copilot mapper quest safety narrator renderer and help agents	Provide different voice styles for copilot mapper quest safety narrator renderer and help agents with evidence, safety, rollback, and release-profile controls.	feature-catalog	SPEC-015	EP-024	tests/wiremudder/ep024/feature-0212	LF-024
WM-FEAT-0213	required	developer	Help	circular help bubbles beside fields feature cards wizard steps and advanced controls	Provide circular help bubbles beside fields feature cards wizard steps and advanced controls with evidence, safety, rollback, and release-profile controls.	contextual-help-update	SPEC-018	EP-027	tests/wiremudder/ep027/feature-0213	LF-027
WM-FEAT-0214	required	developer	Help	help popovers with safe defaults validation hints privacy notes and documentation links	Provide help popovers with safe defaults validation hints privacy notes and documentation links with evidence, safety, rollback, and release-profile controls.	contextual-help-update	SPEC-018	EP-027	tests/wiremudder/ep027/feature-0214	LF-027
WM-FEAT-0215	required	developer	Help	Ask WireMudder AI handoff	Provide Ask WireMudder AI handoff with evidence, safety, rollback, and release-profile controls.	contextual-help-update	SPEC-018	EP-027	tests/wiremudder/ep027/feature-0215	LF-027
WM-FEAT-0216	required	developer	Help	local-only and remote-redacted help modes	Provide local-only and remote-redacted help modes with evidence, safety, rollback, and release-profile controls.	contextual-help-update	SPEC-018	EP-027	tests/wiremudder/ep027/feature-0216	LF-027
WM-FEAT-0217	required	developer	Help	generated Help Knowledge Index	Provide generated Help Knowledge Index with evidence, safety, rollback, and release-profile controls.	contextual-help-update	SPEC-018	EP-027	tests/wiremudder/ep027/feature-0217	LF-027
WM-FEAT-0218	required	developer	Help	optional local source checkout indexing	Provide optional local source checkout indexing with evidence, safety, rollback, and release-profile controls.	contextual-help-update	SPEC-018	EP-027	tests/wiremudder/ep027/feature-0218	LF-027
WM-FEAT-0219	required	developer	Help	coach cannot directly change protected settings or send commands	Provide coach cannot directly change protected settings or send commands with evidence, safety, rollback, and release-profile controls.	contextual-help-update	SPEC-018	EP-027	tests/wiremudder/ep027/feature-0219	LF-027
WM-FEAT-0220	required	core	Privacy	AI context disclosure with provider token count memory IDs and transcript ranges	Provide AI context disclosure with provider token count memory IDs and transcript ranges with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-010	EP-006	tests/wiremudder/ep006/feature-0220	LF-006
WM-FEAT-0221	required	developer	Privacy	user-reviewed diagnostic export	Provide user-reviewed diagnostic export with evidence, safety, rollback, and release-profile controls.	bug-automation-pipeline	SPEC-010	EP-028	tests/wiremudder/ep028/feature-0221	LF-028
WM-FEAT-0222	required	core	Privacy	private tells pages and whispers protected by default	Provide private tells pages and whispers protected by default with evidence, safety, rollback, and release-profile controls.	architecture-v1	SPEC-010	EP-006	tests/wiremudder/ep006/feature-0222	LF-006
WM-FEAT-0223	required	developer	Telemetry	crash-safe bounded ring buffers	Provide crash-safe bounded ring buffers with evidence, safety, rollback, and release-profile controls.	bug-automation-pipeline	SPEC-019	EP-028	tests/wiremudder/ep028/feature-0223	LF-028
WM-FEAT-0224	required	developer	Telemetry	structured event fingerprints and correlation IDs	Provide structured event fingerprints and correlation IDs with evidence, safety, rollback, and release-profile controls.	bug-automation-pipeline	SPEC-019	EP-028	tests/wiremudder/ep028/feature-0224	LF-028
WM-FEAT-0225	required	developer	Telemetry	severity classification for critical error warning info and debug	Provide severity classification for critical error warning info and debug with evidence, safety, rollback, and release-profile controls.	bug-automation-pipeline	SPEC-019	EP-028	tests/wiremudder/ep028/feature-0225	LF-028
WM-FEAT-0226	required	developer	Telemetry	performance regression workflow	Provide performance regression workflow with evidence, safety, rollback, and release-profile controls.	bug-automation-pipeline	SPEC-019	EP-029	tests/wiremudder/ep029/feature-0226	LF-029
WM-FEAT-0227	required	developer	Telemetry	diagnostic deduplication without private content	Provide diagnostic deduplication without private content with evidence, safety, rollback, and release-profile controls.	bug-automation-pipeline	SPEC-019	EP-028	tests/wiremudder/ep028/feature-0227	LF-028
WM-FEAT-0228	required	developer	Telemetry	root-cause routing by subsystem and priority ring	Provide root-cause routing by subsystem and priority ring with evidence, safety, rollback, and release-profile controls.	bug-automation-pipeline	SPEC-019	EP-029	tests/wiremudder/ep029/feature-0228	LF-029
WM-FEAT-0229	required	developer	Telemetry	bounded autonomous patch planning and validation	Provide bounded autonomous patch planning and validation with evidence, safety, rollback, and release-profile controls.	bug-automation-pipeline	SPEC-019	EP-029	tests/wiremudder/ep029/feature-0229	LF-029
WM-FEAT-0230	required	release	Updates	signed core app manifests and artifacts	Provide signed core app manifests and artifacts with evidence, safety, rollback, and release-profile controls.	auto-update-architecture	SPEC-020	EP-034	tests/wiremudder/ep034/feature-0230	LF-034
WM-FEAT-0231	required	release	Updates	development canary beta and stable channels	Provide development canary beta and stable channels with evidence, safety, rollback, and release-profile controls.	auto-update-architecture	SPEC-020	EP-034	tests/wiremudder/ep034/feature-0231	LF-034
WM-FEAT-0232	required	release	Updates	staged rollout and kill switch metadata	Provide staged rollout and kill switch metadata with evidence, safety, rollback, and release-profile controls.	auto-update-architecture	SPEC-020	EP-034	tests/wiremudder/ep034/feature-0232	LF-034
WM-FEAT-0233	required	release	Updates	interrupted download recovery	Provide interrupted download recovery with evidence, safety, rollback, and release-profile controls.	auto-update-architecture	SPEC-020	EP-034	tests/wiremudder/ep034/feature-0233	LF-034
WM-FEAT-0234	required	release	Updates	failed update startup health and rollback	Provide failed update startup health and rollback with evidence, safety, rollback, and release-profile controls.	auto-update-architecture	SPEC-020	EP-034	tests/wiremudder/ep034/feature-0234	LF-034
WM-FEAT-0235	required	release	Updates	separate core provider context command plugin renderer audio model and help lanes	Provide separate core provider context command plugin renderer audio model and help lanes with evidence, safety, rollback, and release-profile controls.	auto-update-architecture	SPEC-020	EP-034	tests/wiremudder/ep034/feature-0235	LF-034
WM-FEAT-0236	required	release	Updates	permission expansion rejection	Provide permission expansion rejection with evidence, safety, rollback, and release-profile controls.	auto-update-architecture	SPEC-020	EP-034	tests/wiremudder/ep034/feature-0236	LF-034
WM-FEAT-0237	required	release	Updates	migration backup restore and resumability	Provide migration backup restore and resumability with evidence, safety, rollback, and release-profile controls.	auto-update-architecture	SPEC-020	EP-034	tests/wiremudder/ep034/feature-0237	LF-034
WM-FEAT-0238	required	release	Updates	active-session update deferral	Provide active-session update deferral with evidence, safety, rollback, and release-profile controls.	auto-update-architecture	SPEC-020	EP-034	tests/wiremudder/ep034/feature-0238	LF-034
WM-FEAT-0239	required	release	Updates	maintainer-controlled emergency patch workflow	Provide maintainer-controlled emergency patch workflow with evidence, safety, rollback, and release-profile controls.	auto-update-architecture	SPEC-020	EP-035	tests/wiremudder/ep035/feature-0239	LF-035
WM-FEAT-0240	required	release	Updates	Local Only Lockdown blocks remote update and asset checks	Provide Local Only Lockdown blocks remote update and asset checks with evidence, safety, rollback, and release-profile controls.	auto-update-architecture	SPEC-020	EP-034	tests/wiremudder/ep034/feature-0240	LF-034
WM-FEAT-0241	required	release	Operations	secure source and binary release artifacts with checksums SBOM and provenance	Provide secure source and binary release artifacts with checksums SBOM and provenance with evidence, safety, rollback, and release-profile controls.	graphlock-adaptation	SPEC-028	EP-035	tests/wiremudder/ep035/feature-0241	LF-035
WM-FEAT-0242	required	release	Operations	Windows macOS and Linux installer and upgrade certification	Provide Windows macOS and Linux installer and upgrade certification with evidence, safety, rollback, and release-profile controls.	graphlock-adaptation	SPEC-028	EP-036	tests/wiremudder/ep036/feature-0242	LF-036
WM-FEAT-0243	required	core	Operations	backup restore rollback and incident runbooks	Provide backup restore rollback and incident runbooks with evidence, safety, rollback, and release-profile controls.	first-generation-pack	SPEC-026	EP-037	tests/wiremudder/ep037/feature-0243	LF-037
WM-FEAT-0244	required	release	Operations	core release with optional providers visibly disabled until certification	Provide core release with optional providers visibly disabled until certification with evidence, safety, rollback, and release-profile controls.	graphlock-adaptation	SPEC-000	EP-038	tests/wiremudder/ep038/feature-0244	LF-038
