source	line	kind	text	feature_id	destination	disposition
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	94	bullet	`crates/wiremudder-session/src/service.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	95	bullet	`crates/wiremudder-core/src/command.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	96	bullet	`.agent/specs/SPEC-003-api-contracts.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	97	bullet	Files to change:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	98	bullet	`crates/wiremudder-session/src/service.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	99	bullet	`crates/wiremudder-session/src/error.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	100	bullet	`crates/wiremudder-session/src/in_memory.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	101	bullet	Exact edits expected:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	102	bullet	Implement in-memory session registry for tests.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	103	bullet	Implement manual command validation through domain command safety.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	104	bullet	Implement emergency stop state transitions.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	105	bullet	Implement terminal snapshot placeholder that is honest about no real connection if networking not implemented.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	106	bullet	Validation command: `./scripts/test-integration.sh`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	107	bullet	Expected result: service integration tests pass with fake sessions.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	108	bullet	Recovery instruction: If service needs async runtime, use the existing runtime chosen in foundation; do not invent another async runtime.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	110	heading	Milestone 3: Add Tauri command handlers	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	112	bullet	Goal: Expose thin desktop command boundary that delegates to service layer.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	113	bullet	Files to read:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	114	bullet	`src-tauri/src/lib.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	115	bullet	`src-tauri/src/commands/mod.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	116	bullet	`.agent/specs/SPEC-003-api-contracts.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	117	bullet	Files to change:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	118	bullet	`src-tauri/src/lib.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	119	bullet	`src-tauri/src/commands/mod.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	120	bullet	`src-tauri/src/commands/session.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	121	bullet	`src-tauri/src/commands/diagnostics.rs`	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	122	bullet	Exact edits expected:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	123	bullet	Register Tauri commands for service methods implemented in this plan.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	124	bullet	Validate payloads and map errors to user-safe responses.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	125	bullet	Do not expose secrets or raw internal errors.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	126	bullet	Keep handlers thin; no direct socket/database access.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	127	bullet	Validation command: `./scripts/test-integration.sh`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	128	bullet	Expected result: Tauri command contract tests pass or compile-check passes if Tauri test harness is not available.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	129	bullet	Recovery instruction: If Tauri testing is unavailable, add compile-time tests and document missing harness in Decision Log.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	131	heading	Milestone 4: Add headless CLI contract	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	133	bullet	Goal: Expose initial headless CLI help and JSONL event behavior for fake sessions.	-	SPEC-018; EP-027	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	134	bullet	Files to read:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	135	bullet	`crates/wiremudder-headless/src/main.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	136	bullet	`crates/wiremudder-headless/src/jsonl.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	137	bullet	`.agent/specs/SPEC-003-api-contracts.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	138	bullet	Files to change:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	139	bullet	`crates/wiremudder-headless/src/main.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	140	bullet	`crates/wiremudder-headless/src/jsonl.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	141	bullet	`crates/wiremudder-headless/src/scenario.rs`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	142	bullet	Exact edits expected:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	143	bullet	Implement `--help` and `--version`.	-	SPEC-018; EP-027	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	144	bullet	Implement fake scenario validation if scenario files are in scope.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	145	bullet	Emit versioned JSONL events for session lifecycle and errors.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	146	bullet	Use same service layer as Tauri boundary.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	147	bullet	Validation command: `./scripts/test-e2e.sh`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	148	bullet	Expected result: headless acceptance test passes or fails clearly with missing CLI harness documented.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	149	bullet	Recovery instruction: If CLI parser dependency is absent, use minimal std arg parsing and record dependency deferral.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	151	heading	Milestone 5: Finalize service contract docs	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	153	bullet	Goal: Update API contract spec with exact names and validation results.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	154	bullet	Files to read:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	155	bullet	`.agent/specs/SPEC-003-api-contracts.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	156	bullet	`COMMANDS.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	157	bullet	`ARCHITECTURE.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	158	bullet	Files to change:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	159	bullet	`.agent/specs/SPEC-003-api-contracts.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	160	bullet	`ARCHITECTURE.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	161	bullet	`COMMANDS.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	162	bullet	`.agent/execplans/EP-004-api-or-service-layer.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	163	bullet	Exact edits expected:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	164	bullet	Document exact Tauri command names/service methods/JSONL event types.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	165	bullet	Document error codes and validation behavior.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	166	bullet	Run diff review.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	167	bullet	Validation command: `git diff --name-only`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	168	bullet	Expected result: only expected service/API/docs files changed or extras justified.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	169	bullet	Recovery instruction: If docs and code diverge, update docs or contracts to the smallest consistent state.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	172	heading	9. Concrete Steps	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	174	numbered-requirement	Read `AGENTS.md`, `COMMANDS.md`, `.agent/PLANS.md`, and this ExecPlan.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	175	numbered-requirement	Run `./scripts/preflight.sh`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	176	numbered-requirement	Complete Milestone 1: Define service and contract types.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	177	numbered-requirement	Complete Milestone 2: Implement fake/session service boundary.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	178	numbered-requirement	Complete Milestone 3: Add Tauri command handlers.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	179	numbered-requirement	Complete Milestone 4: Add headless CLI contract.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	180	numbered-requirement	Complete Milestone 5: Finalize service contract docs.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	181	numbered-requirement	After every milestone, update `Progress`, `Surprises & Discoveries`, and `Decision Log`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	182	numbered-requirement	Run final validation from this plan.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	183	numbered-requirement	Run `git diff --name-only` and compare with expected changed files.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	184	numbered-requirement	Update `Outcomes & Retrospective`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	186	heading	10. Validation and Acceptance	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	190	bullet	`./scripts/test-integration.sh` passes.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	191	bullet	`./scripts/test-e2e.sh` passes for headless/contract acceptance if implemented.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	192	bullet	Contract shapes are documented in SPEC-003.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	193	bullet	Command safety is invoked for outbound commands.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	194	bullet	`git diff --name-only` matches expected files.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	198	bullet	All milestones are complete.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	199	bullet	All milestone validation commands pass or a STOP condition is documented.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	200	bullet	Scope and non-goals are preserved.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	201	bullet	Relevant docs/specs/commands are updated.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	202	bullet	`git diff --name-only` contains only expected files or extras are justified.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	203	bullet	No secrets, real production data, or unsafe artifacts are added.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	204	bullet	Remaining risks are documented.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	206	heading	11. Idempotence and Recovery	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	208	bullet	Re-running this plan must not duplicate files, scripts, migrations, fixtures, or config keys.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	209	bullet	Inspect before editing; preserve existing repository choices unless they conflict with higher-priority instructions.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	210	bullet	Use the anti-fixation retry budget from `AGENTS.md`.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	211	bullet	First validation failure: inspect exact error and make the smallest targeted fix.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	212	bullet	Second same-root failure: run or create a narrower diagnostic.	-	SPEC-019; EP-028; EP-029	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	213	bullet	Third same-root failure: stop current approach, record failed hypotheses, choose a simpler safe path if available, and continue only if safe.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	214	bullet	If the repository differs materially from this plan, record the difference and choose the smallest reversible implementation consistent with the spec.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	215	bullet	If a STOP condition applies, stop and report exact blocker, evidence, smallest decision needed, and recommended default.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	218	heading	12. Progress	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	220	bullet	[ ] M1: Define service and contract types	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	221	bullet	[ ] M2: Implement fake/session service boundary	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	222	bullet	[ ] M3: Add Tauri command handlers	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	223	bullet	[ ] M4: Add headless CLI contract	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	224	bullet	[ ] M5: Finalize service contract docs	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	226	heading	13. Surprises & Discoveries	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	228	bullet	None yet. Add dated notes as work proceeds, including validation failures and repository differences.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	230	heading	14. Decision Log	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	232	bullet	None yet. Record assumptions, dependency choices, command updates, layout deviations, API names, schema choices, and justified extra files.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	234	heading	15. Outcomes & Retrospective	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	238	bullet	ExecPlan completed:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	239	bullet	Changed files:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	240	bullet	Commands run:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	241	bullet	Command results:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	242	bullet	Acceptance criteria status:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	243	bullet	Decisions made:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	244	bullet	Assumptions confirmed or changed:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	245	bullet	Remaining risks:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-004-api-or-service-layer.md	246	bullet	Production-readiness impact:	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	1	heading	EP-005: User Interface and Client Layer	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	3	heading	1. Purpose / Big Picture	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	7	heading	2. Scope	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	11	heading	3. Non-goals	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	13	bullet	No UI-owned sockets.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	14	bullet	No UI-owned database writes.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	15	bullet	No raw line per React state update.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	16	bullet	No AI/voice/renderer runtime.	-	SPEC-015; EP-024	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	17	bullet	No hidden settings changes or consent toggles.	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	19	heading	4. Context and Orientation	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	25	heading	5. Files to Read First	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	27	bullet	`AGENTS.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	28	bullet	`COMMANDS.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	29	bullet	`.agent/PLANS.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	30	bullet	`ARCHITECTURE.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	31	bullet	`.agent/specs/SPEC-004-ui-ux-behavior.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	32	bullet	`.agent/specs/SPEC-003-api-contracts.md`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	33	bullet	`SECURITY.md`	-	SPEC-010; SPEC-022; EP-006; EP-033	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	34	bullet	`ui/src/**`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	36	heading	6. Files to Change	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
first-generation-pack/.agent/execplans/EP-005-user-interface-or-client.md	40	bullet	`ui/src/**`	-	SPEC-013; SPEC-014; EP-015 through EP-020	requirement-or-governance-mapped
